customer_id,gender,region,age,age_cleaned,age_group,age_missing_flag,age_model,age_treatment_method,product_name,category,unit_price,quantity,total_price,shipping_fee,shipping_status,order_date,year,month,year_month
CUST0181,Male,East,59,59,55-64,0,59,Original,Smartwatch,Wearables,200.00,3,600.00,9.82,In Transit,2023-02-08,2023,2,2023-02
CUST0170,Female,South,40,40,35-44,0,40,Original,Mouse,Accessories,30.00,5,150.00,8.64,Delivered,2023-12-22,2023,12,2023-12
CUST0182,Male,West,,19,18-24,1,19,Recovered from same Customer ID,Monitor,Electronics,300.00,5,1500.00,7.77,In Transit,2023-10-24,2023,10,2023-10
CUST0219,Male,Unknown,48,48,45-54,0,48,Original,Mouse,Accessories,30.00,2,60.00,7.40,Returned,2023-08-20,2023,8,2023-08
CUST0037,Male,West,51,51,45-54,0,51,Original,Keyboard,Accessories,50.00,4,200.00,11.41,Returned,2023-05-20,2023,5,2023-05
CUST0006,Female,West,52,52,45-54,0,52,Original,Monitor,Electronics,300.00,3,900.00,5.66,Delivered,2023-02-18,2023,2,2023-02
CUST0125,Female,West,46,46,45-54,0,46,Original,Mouse,Accessories,30.00,4,120.00,5.71,Delivered,2024-01-03,2024,1,2024-01
CUST0006,Male,North,52,52,45-54,0,52,Original,Smartwatch,Wearables,200.00,1,200.00,13.68,Delivered,2023-08-02,2023,8,2023-08
CUST0091,Female,South,30,30,25-34,0,30,Original,Mouse,Accessories,30.00,1,30.00,18.29,In Transit,2023-04-19,2023,4,2023-04
CUST0064,Male,North,61,61,55-64,0,61,Original,Smartphone,Electronics,800.00,5,4000.00,6.31,Delivered,2023-06-29,2023,6,2023-06
CUST0286,Female,North,63,63,55-64,0,63,Original,Laptop,Electronics,1500.00,1,1500.00,13.15,Delivered,2023-03-08,2023,3,2023-03
CUST0288,Male,West,55,55,55-64,0,55,Original,Headphones,Accessories,100.00,2,200.00,16.23,Returned,2023-07-04,2023,7,2023-07
CUST0019,Female,East,69,69,65+,0,69,Original,Keyboard,Accessories,50.00,1,50.00,14.53,Returned,2023-04-23,2023,4,2023-04
CUST0236,Male,East,18,18,18-24,0,18,Original,Keyboard,Accessories,50.00,2,100.00,11.25,Returned,2023-03-24,2023,3,2023-03
CUST0159,Male,West,18,18,18-24,0,18,Original,Keyboard,Accessories,50.00,5,250.00,11.11,Returned,2023-09-11,2023,9,2023-09
CUST0251,Male,North,42,42,35-44,0,42,Original,Mouse,Accessories,30.00,2,60.00,18.98,In Transit,2023-02-02,2023,2,2023-02
CUST0159,Male,North,18,18,18-24,0,18,Original,Headphones,Accessories,100.00,1,100.00,18.47,Delivered,2023-08-13,2023,8,2023-08
CUST0064,Male,West,61,61,55-64,0,61,Original,Monitor,Electronics,300.00,4,1200.00,18.50,Returned,2023-05-23,2023,5,2023-05
CUST0099,Female,South,26,26,25-34,0,26,Original,Laptop,Electronics,1500.00,4,6000.00,15.74,Returned,2023-08-12,2023,8,2023-08
CUST0228,Male,North,25,25,25-34,0,25,Original,Smartphone,Electronics,800.00,4,3200.00,18.20,In Transit,2023-01-24,2023,1,2023-01
CUST0024,Female,East,57,57,55-64,0,57,Original,Smartwatch,Wearables,200.00,2,400.00,17.94,In Transit,2023-12-08,2023,12,2023-12
CUST0113,Male,South,38,38,35-44,0,38,Original,Smartphone,Electronics,800.00,2,1600.00,16.51,In Transit,2023-09-14,2023,9,2023-09
CUST0192,Female,North,58,58,55-64,0,58,Original,Smartwatch,Wearables,200.00,4,800.00,9.97,Delivered,2023-11-12,2023,11,2023-11
CUST0153,Female,East,40,40,35-44,0,40,Original,Monitor,Electronics,300.00,1,300.00,6.85,Returned,2023-06-21,2023,6,2023-06
CUST0057,Female,East,62,62,55-64,0,62,Original,Keyboard,Accessories,50.00,5,250.00,14.04,Unknown,2024-01-03,2024,1,2024-01
CUST0192,Male,Unknown,58,58,55-64,0,58,Original,Keyboard,Accessories,50.00,3,150.00,6.37,In Transit,2024-01-03,2024,1,2024-01
CUST0150,Female,North,63,63,55-64,0,63,Original,Laptop,Electronics,1500.00,3,4500.00,18.66,Returned,2023-05-06,2023,5,2023-05
CUST0203,Male,South,33,33,25-34,0,33,Original,Mouse,Accessories,30.00,1,30.00,7.78,In Transit,2023-01-03,2023,1,2023-01
CUST0163,Female,North,22,22,18-24,0,22,Original,Headphones,Accessories,100.00,3,300.00,6.16,Returned,2023-10-12,2023,10,2023-10
CUST0203,Female,East,33,33,25-34,0,33,Original,Laptop,Electronics,1500.00,3,4500.00,6.92,Returned,2023-06-26,2023,6,2023-06
CUST0223,Female,Unknown,20,20,18-24,0,20,Original,Mouse,Accessories,30.00,2,60.00,15.12,In Transit,2023-05-26,2023,5,2023-05
CUST0266,Male,North,,29,25-34,1,29,Recovered from same Customer ID,Mouse,Accessories,30.00,5,150.00,16.86,Returned,2023-11-08,2023,11,2023-11
CUST0227,Male,West,54,54,45-54,0,54,Original,Smartphone,Electronics,800.00,3,2400.00,18.76,In Transit,2023-12-07,2023,12,2023-12
CUST0289,Male,West,37,37,35-44,0,37,Original,Laptop,Electronics,1500.00,5,7500.00,6.68,Delivered,2023-07-06,2023,7,2023-07
CUST0046,Female,South,22,22,18-24,0,22,Original,Laptop,Electronics,1500.00,3,4500.00,11.69,Delivered,2023-06-20,2023,6,2023-06
CUST0173,Male,Unknown,65,65,65+,0,65,Original,Headphones,Accessories,100.00,1,100.00,19.28,Returned,2023-02-11,2023,2,2023-02
CUST0008,Female,North,,18,18-24,1,18,Recovered from same Customer ID,Headphones,Accessories,100.00,5,500.00,16.04,Delivered,2023-02-02,2023,2,2023-02
CUST0015,Male,West,58,58,55-64,0,58,Original,Headphones,Accessories,100.00,3,300.00,6.08,Returned,2023-03-22,2023,3,2023-03
CUST0002,Male,East,23,23,18-24,0,23,Original,Smartphone,Electronics,800.00,1,800.00,12.64,Returned,2023-09-10,2023,9,2023-09
CUST0189,Female,South,38,38,35-44,0,38,Original,Mouse,Accessories,30.00,1,30.00,10.92,Delivered,2023-02-22,2023,2,2023-02
CUST0137,Male,North,19,19,18-24,0,19,Original,Smartphone,Electronics,800.00,3,2400.00,16.82,In Transit,2023-05-20,2023,5,2023-05
CUST0139,Male,South,,57,55-64,1,57,Recovered from same Customer ID,Smartwatch,Wearables,200.00,2,400.00,9.18,Delivered,2023-06-26,2023,6,2023-06
CUST0033,Female,South,,,Unknown,1,49,Unknown for age analysis; median-imputed for modeling only,Monitor,Electronics,300.00,2,600.00,15.30,Delivered,2023-04-12,2023,4,2023-04
CUST0297,Male,North,61,61,55-64,0,61,Original,Monitor,Electronics,300.00,2,600.00,13.84,In Transit,2023-10-10,2023,10,2023-10
CUST0008,Female,North,18,18,18-24,0,18,Original,Keyboard,Accessories,50.00,3,150.00,13.86,Delivered,2023-05-29,2023,5,2023-05
CUST0267,Male,North,29,29,25-34,0,29,Original,Laptop,Electronics,1500.00,3,4500.00,14.23,Returned,2023-06-01,2023,6,2023-06
CUST0028,Male,Unknown,50,50,45-54,0,50,Original,Smartwatch,Wearables,200.00,5,1000.00,6.09,In Transit,2023-08-22,2023,8,2023-08
CUST0078,Female,North,38,38,35-44,0,38,Original,Laptop,Electronics,1500.00,3,4500.00,19.98,In Transit,2023-05-10,2023,5,2023-05
CUST0003,Male,North,63,63,55-64,0,63,Original,Smartphone,Electronics,800.00,5,4000.00,11.10,In Transit,2023-11-06,2023,11,2023-11
CUST0049,Female,North,59,59,55-64,0,59,Original,Laptop,Electronics,1500.00,1,1500.00,12.63,Returned,2023-02-06,2023,2,2023-02
CUST0212,Female,North,,62,55-64,1,62,Recovered from same Customer ID,Laptop,Electronics,1500.00,5,7500.00,10.18,In Transit,2023-11-18,2023,11,2023-11
CUST0146,Male,North,47,47,45-54,0,47,Original,Smartphone,Electronics,800.00,1,800.00,10.16,Unknown,2023-01-13,2023,1,2023-01
CUST0082,Female,Unknown,,30,25-34,1,30,Recovered from same Customer ID,Smartwatch,Wearables,200.00,1,200.00,6.03,Returned,2023-04-21,2023,4,2023-04
CUST0036,Female,North,33,33,25-34,0,33,Original,Keyboard,Accessories,50.00,1,50.00,6.06,Delivered,2023-08-02,2023,8,2023-08
CUST0155,Female,North,41,41,35-44,0,41,Original,Laptop,Electronics,1500.00,2,3000.00,9.21,Returned,2023-02-02,2023,2,2023-02
CUST0138,Male,North,46,46,45-54,0,46,Original,Keyboard,Accessories,50.00,3,150.00,5.09,Returned,2023-03-16,2023,3,2023-03
CUST0201,Female,North,49,49,45-54,0,49,Original,Mouse,Accessories,30.00,2,60.00,8.39,In Transit,2023-11-03,2023,11,2023-11
CUST0197,Female,West,54,54,45-54,0,54,Original,Mouse,Accessories,30.00,2,60.00,8.59,Delivered,2023-06-04,2023,6,2023-06
CUST0082,Male,West,30,30,25-34,0,30,Original,Laptop,Electronics,1500.00,1,1500.00,9.98,Delivered,2023-12-04,2023,12,2023-12
CUST0091,Male,East,30,30,25-34,0,30,Original,Laptop,Electronics,1500.00,5,7500.00,7.58,Delivered,2023-09-26,2023,9,2023-09
CUST0066,Male,West,37,37,35-44,0,37,Original,Laptop,Electronics,1500.00,2,3000.00,5.69,Returned,2023-01-18,2023,1,2023-01
CUST0026,Female,East,27,27,25-34,0,27,Original,Monitor,Electronics,300.00,1,300.00,16.61,In Transit,2023-11-23,2023,11,2023-11
CUST0078,Female,West,38,38,35-44,0,38,Original,Smartwatch,Wearables,200.00,4,800.00,18.89,Returned,2023-05-03,2023,5,2023-05
CUST0281,Male,West,44,44,35-44,0,44,Original,Keyboard,Accessories,50.00,4,200.00,19.81,In Transit,2023-08-27,2023,8,2023-08
CUST0299,Male,West,58,58,55-64,0,58,Original,Headphones,Accessories,100.00,5,500.00,14.50,Returned,2023-01-16,2023,1,2023-01
CUST0053,Female,East,25,25,25-34,0,25,Original,Smartwatch,Wearables,200.00,5,1000.00,16.41,In Transit,2023-07-25,2023,7,2023-07
CUST0239,Male,North,35,35,35-44,0,35,Original,Smartwatch,Wearables,200.00,1,200.00,7.32,Delivered,2023-11-18,2023,11,2023-11
CUST0069,Male,East,,66,65+,1,66,Recovered from same Customer ID,Headphones,Accessories,100.00,3,300.00,10.81,Returned,2023-12-07,2023,12,2023-12
CUST0245,Male,West,63,63,55-64,0,63,Original,Mouse,Accessories,30.00,3,90.00,13.95,Returned,2023-05-15,2023,5,2023-05
CUST0258,Female,South,39,39,35-44,0,39,Original,Monitor,Electronics,300.00,4,1200.00,9.55,In Transit,2023-05-16,2023,5,2023-05
CUST0177,Male,South,29,29,25-34,0,29,Original,Smartwatch,Wearables,200.00,3,600.00,13.87,In Transit,2023-03-18,2023,3,2023-03
CUST0140,Male,East,,50,45-54,1,50,Recovered from same Customer ID,Headphones,Accessories,100.00,2,200.00,10.96,Delivered,2023-03-08,2023,3,2023-03
CUST0089,Female,North,27,27,25-34,0,27,Original,Mouse,Accessories,30.00,3,90.00,6.45,In Transit,2023-09-19,2023,9,2023-09
CUST0168,Female,West,42,42,35-44,0,42,Original,Smartphone,Electronics,800.00,2,1600.00,13.79,In Transit,2023-09-25,2023,9,2023-09
CUST0176,Male,East,51,51,45-54,0,51,Original,Laptop,Electronics,1500.00,3,4500.00,16.42,In Transit,2023-10-28,2023,10,2023-10
CUST0089,Female,South,27,27,25-34,0,27,Original,Monitor,Electronics,300.00,3,900.00,7.99,In Transit,2023-02-21,2023,2,2023-02
CUST0281,Female,West,44,44,35-44,0,44,Original,Keyboard,Accessories,50.00,2,100.00,6.45,Returned,2023-08-28,2023,8,2023-08
CUST0044,Male,East,30,30,25-34,0,30,Original,Mouse,Accessories,30.00,5,150.00,16.62,Returned,2023-10-28,2023,10,2023-10
CUST0137,Female,South,,19,18-24,1,19,Recovered from same Customer ID,Monitor,Electronics,300.00,5,1500.00,6.00,Delivered,2023-11-08,2023,11,2023-11
CUST0174,Female,East,68,68,65+,0,68,Original,Laptop,Electronics,1500.00,1,1500.00,16.34,Delivered,2023-05-07,2023,5,2023-05
CUST0141,Female,East,58,58,55-64,0,58,Original,Mouse,Accessories,30.00,1,30.00,12.22,In Transit,2023-10-03,2023,10,2023-10
CUST0202,Male,South,56,56,55-64,0,56,Original,Mouse,Accessories,30.00,3,90.00,5.07,Delivered,2023-01-05,2023,1,2023-01
CUST0259,Male,West,59,59,55-64,0,59,Original,Laptop,Electronics,1500.00,2,3000.00,7.50,Delivered,2023-08-22,2023,8,2023-08
CUST0045,Female,East,21,21,18-24,0,21,Original,Smartphone,Electronics,800.00,3,2400.00,15.78,Delivered,2023-11-07,2023,11,2023-11
CUST0168,Female,West,42,42,35-44,0,42,Original,Keyboard,Accessories,50.00,1,50.00,15.92,Delivered,2023-06-24,2023,6,2023-06
CUST0027,Female,Unknown,36,36,35-44,0,36,Original,Keyboard,Accessories,50.00,5,250.00,11.09,Returned,2023-06-06,2023,6,2023-06
CUST0228,Male,South,25,25,25-34,0,25,Original,Mouse,Accessories,30.00,4,120.00,18.60,Returned,2023-06-29,2023,6,2023-06
CUST0199,Female,South,41,41,35-44,0,41,Original,Smartphone,Electronics,800.00,4,3200.00,16.45,In Transit,2023-01-18,2023,1,2023-01
CUST0065,Male,North,41,41,35-44,0,41,Original,Headphones,Accessories,100.00,5,500.00,19.62,Delivered,2023-03-04,2023,3,2023-03
CUST0146,Female,East,47,47,45-54,0,47,Original,Laptop,Electronics,1500.00,3,4500.00,8.87,Delivered,2023-09-11,2023,9,2023-09
CUST0093,Male,North,66,66,65+,0,66,Original,Monitor,Electronics,300.00,1,300.00,16.58,Delivered,2023-02-27,2023,2,2023-02
CUST0168,Female,South,42,42,35-44,0,42,Original,Monitor,Electronics,300.00,1,300.00,14.70,Delivered,2023-11-16,2023,11,2023-11
CUST0216,Male,South,53,53,45-54,0,53,Original,Smartphone,Electronics,800.00,2,1600.00,16.23,In Transit,2023-07-19,2023,7,2023-07
CUST0062,Male,West,43,43,35-44,0,43,Original,Headphones,Accessories,100.00,4,400.00,11.40,Returned,2023-04-24,2023,4,2023-04
CUST0125,Male,West,46,46,45-54,0,46,Original,Smartphone,Electronics,800.00,5,4000.00,19.08,In Transit,2023-05-01,2023,5,2023-05
CUST0060,Male,Unknown,41,41,35-44,0,41,Original,Keyboard,Accessories,50.00,1,50.00,5.56,Delivered,2023-06-26,2023,6,2023-06
CUST0056,Female,South,23,23,18-24,0,23,Original,Smartwatch,Wearables,200.00,2,400.00,5.73,Returned,2024-01-03,2024,1,2024-01
CUST0247,Male,South,44,44,35-44,0,44,Original,Smartphone,Electronics,800.00,1,800.00,7.11,In Transit,2023-01-19,2023,1,2023-01
CUST0131,Female,East,67,67,65+,0,67,Original,Monitor,Electronics,300.00,1,300.00,15.92,Unknown,2023-05-03,2023,5,2023-05
CUST0114,Female,West,60,60,55-64,0,60,Original,Monitor,Electronics,300.00,3,900.00,18.61,In Transit,2023-07-21,2023,7,2023-07
CUST0082,Female,Unknown,,30,25-34,1,30,Recovered from same Customer ID,Smartphone,Electronics,800.00,4,3200.00,13.77,Delivered,2023-10-11,2023,10,2023-10
CUST0184,Female,West,54,54,45-54,0,54,Original,Mouse,Accessories,30.00,3,90.00,14.78,Returned,2023-06-15,2023,6,2023-06
CUST0075,Female,South,56,56,55-64,0,56,Original,Monitor,Electronics,300.00,2,600.00,13.60,Delivered,2023-08-16,2023,8,2023-08
CUST0142,Male,East,32,32,25-34,0,32,Original,Monitor,Electronics,300.00,1,300.00,15.50,Delivered,2023-04-14,2023,4,2023-04
CUST0076,Male,East,26,26,25-34,0,26,Original,Headphones,Accessories,100.00,5,500.00,16.96,Delivered,2023-10-24,2023,10,2023-10
CUST0105,Male,East,27,27,25-34,0,27,Original,Smartwatch,Wearables,200.00,5,1000.00,12.00,In Transit,2023-07-14,2023,7,2023-07
CUST0004,Female,West,65,65,65+,0,65,Original,Keyboard,Accessories,50.00,3,150.00,19.62,In Transit,2023-12-06,2023,12,2023-12
